user,movie
68,2367
68,48780
68,90524
68,107771
68,504
68,95720
68,135885
68,76077
69,6016
69,7361
69,91500
69,117529
69,187031
69,3578
69,90439
69,127323
69,120799
69,1136
69,2160
69,135133
69,3451
69,750
69,8361
69,58025
69,48774
69,27618
69,39
69,3176
69,86190
69,96084
69,1219
69,1343
69,4816
69,27032
69,4638
69,88140
69,87232
69,3499
69,77364
69,1916
69,2300
69,135518
69,1035
69,100083
69,2872
69,140711
69,3028
69,6732
69,54503
69,114935
69,183635
69,79702
69,4223
69,30825
69,61248
69,61350
69,70336
69,5264
69,8644
69,34048
69,34334
69,74685
69,6178
69,85414
69,112552
69,1247
69,77561
69,101076
69,5349
69,1203
69,780
69,164226
69,1947
69,36509
69,1923
69,1267
69,7714
69,74458
69,199
69,4708
69,49530
69,292
69,1204
69,63992
69,132046
69,1356
69,2916
69,1591
69,849
69,106782
69,60471
69,1544
69,480
69,648
69,89087
69,52722
69,6365
69,6934
69,4795
69,191005
69,122904
69,62383
69,79057
69,75985
69,95875
69,122920
69,100579
69,130490
69,92420
69,149902
69,93563
69,88699
69,8972
69,173145
69,171765
69,3330
69,136800
69,112370
69,186587
69,167370
69,111362
69,169982
69,141544
69,113345
69,135569
69,142509
69,122892
69,130842
69,122906
69,122900
69,122898
69,173291
69,135567
69,4191
69,90769
69,71999
69,2728
69,3638
69,88744
69,296
69,128944
69,91535
69,67197
69,109578
69,105653
69,6245
69,155358
69,189333
69,79695
69,111781
69,105504
69,187595
69,104243
69,102125
69,94018
69,85056
69,90524
69,8796
69,1948
69,3081
69,54771
69,1527
69,6395
69,60684
69,73268
69,8738
69,116823
69,148172
69,293
69,56921
69,5046
69,72378
69,5944
69,6264
69,58297
69,2571
69,10
69,990
69,434
69,95
69,1499
69,1552
69,3082
69,1722
69,547
69,494
69,1370
69,26614
69,4270
69,27865
69,4142
69,34397
69,5479
69,903
69,3032
69,92681
69,91630
69,6852
69,26764
69,49272
69,45186
69,63113
69,5872
69,3623
69,182715
69,6645
69,122918
69,1726
69,7619
69,103228
69,102880
69,95510
69,102445
69,110102
69,101864
69,106487
69,93363
69,106002
69,798
69,136859
69,8118
69,111364
69,57368
69,546
69,7936
69,41569
69,548
69,27683
69,140956
69,172
69,6574
69,379
69,66
69,76
69,3697
69,692
69,1882
69,748
69,160
69,53127
69,169984
69,91660
69,86835
69,95165
69,45499
69,72308
69,4643
69,108188
69,103339
69,87520
69,2835
69,1429
69,43932
69,3204
69,93805
69,87192
69,135137
69,103341
69,69278
69,59615
69,5523
69,3827
69,92198
69,146730
69,85020
69,97470
69,81782
69,149612
69,100737
69,132796
69,122490
69,160730
69,316
69,26085
69,1374
69,1129
69,1127
69,3703
69,121338
69,2600
69,198
69,112852
69,68319
69,67361
69,5026
69,5418
69,6534
69,188301
69,31804
69,1608
69,158966
69,6407
69,96737
69,164881
69,189547
69,111360
69,2524
69,122922
69,2429
69,80363
69,6902
69,117646
69,161918
69,122882
69,122916
69,71254
69,51412
69,8371
70,4191
70,4795
70,6178
70,3028
70,6245
70,3330
70,3451
70,8738
70,4223
70,1204
70,26085
70,2300
70,7714
70,4708
70,49530
70,1947
70,1948
70,199
70,6732
70,96084
70,1035
70,8796
70,63992
70,1267
70,1136
70,106782
70,2160
70,7619
70,121338
70,39
70,90439
70,4912
70,6407
70,1219
70,1247
70,3176
70,914
70,2728
70,95843
70,32917
70,107412
70,147196
70,7085
70,121342
70,8385
70,7082
70,32862
70,4796
70,4816
70,7936
70,7067
70,26147
70,3578
70,2863
70,750
70,135133
70,2857
70,54503
70,6639
70,2872
70,6852
70,5802
70,52435
70,1923
70,6480
70,1083
70,2946
70,7888
70,6030
70,4394
70,1951
70,4263
70,1093
70,7361
70,1916
70,3468
70,26084
70,5799
70,2067
70,4337
70,3499
70,112552
70,30825
70,6016
70,5989
70,3461
70,100083
70,74458
70,1025
70,3546
70,53127
70,1343
70,31617
70,909
70,903
70,1235
70,79333
70,127052
70,5651
70,3633
70,6023
70,1203
70,5801
70,41828
70,968
70,2529
70,911
70,79702
70,2729
70,2969
70,3668
70,3073
70,7184
70,2732
70,1262
70,7979
70,26195
70,8033
70,26285
70,90769
70,7122
70,74342
70,26095
70,26158
70,26151
70,8191
70,3604
70,3963
70,5007
70,2181
70,628
70,296
70,68791
70,7708
70,92348
70,1077
70,8427
70,158966
70,3676
70,902
70,1013
70,8190
70,3948
70,4704
70,105504
70,8195
70,7247
70,4412
70,176621
70,5353
70,1244
70,60365
70,2764
70,3922
70,8748
70,6578
70,174551
70,4687
70,6604
70,174737
70,8189
70,4284
70,3076
70,5004
70,4402
70,7051
70,6182
70,142020
70,175781
70,179073
70,2870
70,26171
70,133879
70,33564
70,3081
70,8928
70,2747
70,3507
70,26152
70,7394
70,5796
70,5493
70,2078
70,170945
70,7614
70,8487
70,6584
70,4914
70,8571
70,93114
70,7312
70,4399
70,8239
70,4804
70,6579
70,2657
70,680
70,1010
70,72998
70,7024
70,4709
70,1234
70,293
70,6808
70,3536
70,4428
70,7560
70,8620
70,8690
70,5497
70,674
70,1292
70,26184
70,48516
70,73854
70,3627
70,7245
70,26116
70,155589
70,2038
70,1333
70,26131
70,4434
70,124853
70,26122
70,3372
70,7190
70,2179
70,2180
70,2856
70,3634
70,2983
70,2177
70,7107
70,26386
70,1028
70,2948
70,2993
70,2949
70,2947
70,84523
70,2136
70,7336
70,3143
70,26073
70,32892
70,8724
70,26150
70,3808
70,2248
70,7757
70,60756
70,152077
70,135216
70,74089
70,2017
70,50740
70,3653
70,75947
70,3504
70,4799
70,5113
70,1963
70,7344
70,131104
70,4954
70,133716
70,4339
70,3654
70,1076
70,2135
70,3030
70,6609
70,1350
70,60803
70,1023
70,134019
70,46855
70,7564
70,7882
70,3832
70,4792
70,4403
70,2782
70,6514
70,7650
70,3344
70,2784
70,8477
70,904
70,924
70,159811
70,7114
70,2488
70,40478
70,6395
70,5498
70,1732
70,3696
70,6893
71,2475
71,6016
71,2404
71,780
71,8118
71,2990
71,7573
71,2376
71,2402
71,2989
71,7570
71,69524
71,4005
71,3703
71,1129
71,1127
71,1374
71,1544
71,480
71,1356
71,2916
71,1591
71,849
71,1616
71,3082
71,95
71,1722
71,1370
71,10
71,434
71,1552
71,990
71,1499
71,494
71,547
71,1610
71,2167
71,100906
71,4574
71,4632
71,8501
71,1320
71,1037
71,2722
71,648
71,3638
71,26504
71,27032
71,5254
71,88140
71,87232
71,548
71,2571
71,127323
71,120799
71,3204
71,1518
71,1631
71,160341
71,2812
71,1438
71,1687
71,1427
71,376
71,423
71,89
71,227
71,2490
71,72591
71,2353
71,145951
71,5961
71,7017
71,1004
71,136012
71,8268
71,839
71,70
71,1608
71,3527
71,79702
71,2288
71,38583
71,2364
71,6078
71,5181
71,4553
71,4443
71,4638
71,748
71,2835
71,1429
71,3639
71,3635
71,3984
71,5209
71,2991
71,26764
71,95165
71,2625
71,5349
71,105020
71,140956
71,3578
71,2334
71,7361
71,3697
71,1882
71,6574
71,172
71,379
71,692
71,76
71,66
71,49530
71,2414
71,338
71,169984
71,91660
71,86835
71,86190
71,34334
71,34048
71,5264
71,70336
71,8644
71,61350
71,61248
71,135133
71,3081
71,60471
71,592
71,1136
71,26242
71,27683
71,8241
71,158721
71,6812
71,836
71,1343
71,688
71,1210
71,90439
71,303
71,77561
71,101076
71,3113
71,3451
71,2600
71,750
71,2160
71,49272
71,3623
71,5872
71,63113
71,45186
71,4552
71,6934
71,52722
71,6365
71,2872
71,39
71,30825
71,36509
71,26614
71,4440
71,3726
71,4816
71,96084
71,115149
71,100083
71,3704
71,2105
71,2643
71,4941
71,4987
71,1375
71,4207
71,3176
71,130490
71,75985
71,92420
71,149902
71,93563
71,79057
71,122920
71,95875
71,100579
71,88699
71,2322
71,112818
71,143472
71,79879
71,464
71,170
71,1923
71,3499
71,52831
71,1219
71,2300
71,1267
71,80363
71,733
71,112852
71,296
71,3028
71,111781
71,155358
71,79695
71,189333
71,45499
71,6732
71,62383
71,1527
71,2403
71,2344
71,1035
71,5746
71,474
71,1916
71,7925
71,4498
71,4629
71,2956
71,4946
71,2741
71,1036
71,3763
71,122916
71,1196
71,1200
71,1203
71,541
71,2529
71,90769
71,161918
71,377
71,1556
71,2728
71,74458
71,1247
71,6178
71,5418
71,5026
71,67361
71,105653
71,109578
71,2642
71,46972
71,4795
71,1562
71,115727
71,6664
71,3389
71,5244
71,4565
71,47952
71,50147
71,56336
71,63826
71,144522
71,33834
71,80162
71,50445
71,6615
71,73488
71,39400
71,1479
71,54503
71,5300
71,112552
71,94018
71,85056
71,102125
71,104243
71,4270
71,8861
71,8810
71,95796
71,5219
71,55232
71,31424
71,45442
71,6333
71,7802
71,183635
71,114935
71,6874
71,4223
71,87520
71,2986
71,71535
71,160
71,260
71,199
71,1947
71,122882
71,1197
71,63992
71,4353
72,2529
72,6016
72,49530
72,2728
72,3633
72,3451
72,1219
72,1948
72,3028
72,4795
72,1267
72,6852
72,1204
72,3578
72,2300
72,31617
72,6178
72,7619
72,4191
72,8796
72,26085
72,3330
72,96084
72,121338
72,2160
72,90439
72,6639
72,199
72,3461
72,6732
72,1093
72,6407
72,32917
72,95843
72,1035
72,7361
72,7714
72,968
72,7936
72,6245
72,4796
72,107412
72,147196
72,7085
72,32862
72,8385
72,7082
72,121342
72,8738
72,106782
72,4912
72,39
72,3546
72,3176
72,1262
72,750
72,1947
72,7067
72,2863
72,4263
72,1951
72,128944
72,914
72,4708
72,26147
72,135133
72,296
72,4223
72,63992
72,5802
72,2857
72,3081
72,4816
72,6333
72,3468
72,1247
72,52435
72,780
72,1083
72,6030
72,6480
72,7888
72,2946
72,4394
72,1343
72,79702
72,911
72,1136
72,27032
72,2722
72,1320
72,1037
72,1356
72,1591
72,849
72,2916
72,54503
72,1544
72,480
72,2067
72,4337
72,5799
72,1923
72,26151
72,62383
72,127052
72,79333
72,316
72,1025
72,3499
72,26084
72,2571
72,1916
72,74458
72,112552
72,30825
72,6023
72,1203
72,903
72,27683
72,26184
72,1495
72,628
72,5796
72,26152
72,7394
72,5493
72,5989
72,2167
72,6808
72,26195
72,7979
72,5007
72,5801
72,41828
72,1690
72,27003
72,611
72,1762
72,34292
72,100083
72,5651
72,70
72,2181
72,2969
72,3668
72,2729
72,2732
72,3073
72,7184
72,5349
72,4434
72,2947
72,2993
72,2949
72,2948
72,160
72,100906
72,648
72,2625
72,8033
72,8191
72,3963
72,3604
72,909
72,2872
72,990
72,10
72,1552
72,547
72,95
72,1499
72,1370
72,494
72,1722
72,434
72,3082
72,4750
72,181
72,1479
72,132046
72,1527
72,2764
72,293
72,2701
72,546
72,95165
72,48516
72,2628
72,748
72,1610
72,46855
72,6574
72,76
72,66
72,1882
72,172
72,379
72,692
72,3697
72,7569
72,7708
72,4339
72,3654
72,75416
72,2275
72,31553
72,2094
72,442
72,3864
72,208
72,1831
72,3030
72,26158
72,7122
72,26095
72,74342
72,90769
72,72998
72,3372
72,115149
72,4799
72,7757
72,1917
72,2720
72,26792
72,1200
72,548
72,26764
72,8118
72,2600
72,902
72,1429
72,2835
72,158966
72,140956
72,5254
72,4704
72,1249
72,1013
72,3638
72,6584
72,338
72,2322
72,92348
72,3113
72,53127
72,1580
72,60471
72,170
72,464
72,1391
72,327
72,5638
72,147662
72,1210
72,680
72,68791
72,377
72,1556
72,161918
72,8195
72,4638
72,84523
72,4914
72,2986
72,6893
72,187595
72,3438
72,127323
72,120799
72,1127
72,3703
72,1129
72,6966
72,904
72,1374
72,3062
72,2944
72,736
72,7247
72,6874
72,3959
72,1608
72,733
72,34150
72,3076
72,133879
72,8189
72,4284
72,4402
72,26171
72,2870
72,8748
72,142020
72,174737
72,5004
72,3922
72,175781
72,6578
73,91500
73,117529
73,187031
73,62383
73,171765
73,173145
73,6016
73,187595
73,122892
73,173291
73,135569
73,122898
73,186587
73,122900
73,169982
73,136800
73,111362
73,141544
73,135567
73,113345
73,167370
73,142509
73,130842
73,122906
73,112370
73,88140
73,87232
73,127323
73,120799
73,74685
73,7361
73,132046
73,58025
73,27618
73,8361
73,48774
73,112852
73,72308
73,4643
73,140711
73,6645
73,136859
73,111364
73,68319
73,191005
73,122904
73,5349
73,122918
73,96737
73,189547
73,111360
73,164881
73,85414
73,90439
73,6534
73,88744
73,1726
73,77364
73,3578
73,93363
73,106487
73,103228
73,102880
73,110102
73,101864
73,106002
73,95510
73,102445
73,33493
73,750
73,107406
73,122916
73,164226
73,8636
73,89087
73,90249
73,103253
73,3793
73,142420
73,168612
73,86190
73,2160
73,122922
73,1136
73,135133
73,77561
73,101076
73,4638
73,135518
73,79702
73,111759
73,110553
73,34405
73,87520
73,187593
73,87192
73,93805
73,103341
73,135137
73,130490
73,122920
73,75985
73,149902
73,79057
73,92420
73,100579
73,95875
73,88699
73,93563
73,136864
73,161918
73,39
73,96084
73,3451
73,85131
73,3176
73,100083
73,114935
73,183635
73,1916
73,71999
73,91535
73,1210
73,2640
73,34334
73,34048
73,8644
73,5264
73,61350
73,61248
73,70336
73,5378
73,46530
73,82461
73,59315
73,6294
73,63433
73,6882
73,65982
73,8865
73,61210
73,5171
73,6959
73,60514
73,6537
73,92681
73,292
73,4816
73,111659
73,1343
73,3499
73,1200
73,94018
73,104243
73,102125
73,85056
73,112552
73,3827
73,59615
73,5523
73,69278
73,54503
73,73268
73,128944
73,79695
73,111781
73,155358
73,189333
73,60471
73,1219
73,1035
73,6541
73,27032
73,108188
73,103339
73,2642
73,168252
73,1247
73,6934
73,6365
73,52722
73,58297
73,56921
73,6264
73,5046
73,5944
73,72378
73,30825
73,74458
73,6732
73,90524
73,316
73,53464
73,122882
73,2300
73,91630
73,260
73,6395
73,68358
73,104017
73,3702
73,2528
73,1203
73,780
73,94777
73,54771
73,160
73,4223
73,2872
73,1947
73,91485
73,131714
73,160563
73,90403
73,112911
73,129229
73,112897
73,1527
73,132796
73,85020
73,92198
73,160730
73,100737
73,81782
73,146730
73,149612
73,122490
73,97470
73,5522
73,101577
73,4708
73,157865
73,3032
73,105954
73,132462
73,117466
73,168456
73,73321
73,134775
73,116887
73,93610
73,94780
73,103042
73,296
73,1923
73,179819
73,166528
73,103772
73,122902
73,168026
73,163056
73,122924
73,27683
73,2628
73,3028
73,7714
73,199
73,107314
73,63992
73,106782
73,6178
73,36509
73,91660
73,86835
73,169984
73,105653
73,109578
73,88125
73,160565
73,158956
73,128542
73,173307
73,79224
73,67197
73,188301
73,103249
73,84414
73,60684
73,129397
73,185585
73,2571
73,138036
73,293
73,504
73,1204
73,2275
73,442
73,3864
73,31553
73,2094
73,1831
73,75416
73,208
73,3638
73,59037
73,139859
73,90769
73,2662
73,1356
73,849
74,53127
74,1235
74,49530
74,4191
74,3028
74,6178
74,3330
74,4223
74,3451
74,4795
74,6245
74,8738
74,63992
74,106782
74,26085
74,2300
74,1204
74,7714
74,4708
74,1219
74,1947
74,1267
74,8796
74,199
74,6581
74,2160
74,5353
74,6732
74,1035
74,1292
74,1948
74,96084
74,7619
74,6852
74,90439
74,3176
74,39
74,4912
74,6407
74,4816
74,1136
74,121338
74,3578
74,1247
74,1244
74,32917
74,95843
74,7936
74,914
74,2728
74,135133
74,107412
74,8385
74,121342
74,147196
74,32862
74,4796
74,7082
74,7085
74,3504
74,26285
74,7067
74,26147
74,5989
74,2863
74,6639
74,750
74,2857
74,1951
74,54503
74,1923
74,3546
74,5802
74,4263
74,1093
74,4394
74,6030
74,7888
74,1083
74,2946
74,6480
74,52435
74,31921
74,3499
74,3468
74,74458
74,1916
74,112552
74,7361
74,6016
74,5120
74,30825
74,1343
74,26084
74,903
74,3461
74,4337
74,5799
74,2067
74,3200
74,3363
74,3590
74,3167
74,3506
74,5121
74,8391
74,26313
74,6573
74,141810
74,615
74,1162
74,7089
74,3359
74,2239
74,7414
74,124484
74,2872
74,100083
74,1025
74,134041
74,5693
74,26347
74,6271
74,3099
74,2177
74,7107
74,26386
74,1203
74,968
74,1327
74,4754
74,6530
74,79333
74,127052
74,31617
74,2529
74,3536
74,8690
74,909
74,90769
74,3633
74,5651
74,6023
74,26195
74,7979
74,628
74,5801
74,41828
74,134252
74,6666
74,26151
74,4412
74,911
74,8427
74,1077
74,8033
74,74727
74,6902
74,2009
74,7184
74,3073
74,2732
74,2969
74,2729
74,3668
74,32728
74,5021
74,296
74,3604
74,3963
74,141818
74,8191
74,1262
74,3284
74,79702
74,74342
74,26158
74,26095
74,7122
74,2181
74,112421
74,68791
74,5007
74,38061
74,170945
74,1080
74,51709
74,158966
74,5105
74,26429
74,3674
74,3420
74,7708
74,71550
74,79897
74,5013
74,3081
74,56003
74,48516
74,105504
74,1350
74,3948
74,902
74,3676
74,1013
74,92348
74,26265
74,8190
74,2819
74,8195
74,66934
74,6724
74,4704
74,5139
74,7247
74,58047
74,2764
74,60289
74,45447
74,6193
74,5416
74,41716
74,152077
74,4409
74,175705
74,8196
74,2163
74,51545
74,8019
74,1234
74,904
74,5792
74,60365
74,2870
74,8189
74,4687
74,7051
74,3076
74,4284
74,5004
74,4402
74,133879
74,26171
74,33564
74,6578
74,3922
74,142020
74,174737
74,174551
74,8748
74,6604
74,175781
74,6182
74,179073
74,176621
74,1232
74,3503
74,5505
74,1345
74,69757
74,102602
74,3814
74,4220
74,3622
74,4925
74,6528
74,4705
74,141820
74,2779
74,141836
74,8512
74,3812
74,5292
74,1194
74,3760
74,6533
74,6410
74,2788
74,2109
74,152105
74,4197
74,6821
74,3473
74,5382
74,2361
74,7093
74,3040
74,4896
74,8928
74,2747
74,3507
74,5666
74,3244
74,133712
74,7084
74,26225
74,6658
74,7614
74,3421
74,27584
75,1210
75,91500
75,53464
75,187031
75,117529
75,5349
75,68319
75,62383
75,135518
75,1200
75,2642
75,122916
75,112852
75,132046
75,3793
75,27032
75,191005
75,122904
75,48774
75,27618
75,8361
75,58025
75,187595
75,136859
75,127323
75,120799
75,86190
75,171765
75,173145
75,6534
75,77364
75,88140
75,87232
75,111364
75,260
75,72308
75,4643
75,3527
75,1374
75,26614
75,186587
75,130842
75,167370
75,142509
75,111362
75,122906
75,122900
75,141544
75,113345
75,122898
75,173291
75,122892
75,136800
75,112370
75,135567
75,169982
75,135569
75,5523
75,3827
75,69278
75,59615
75,140711
75,1129
75,1127
75,3703
75,4121
75,8633
75,5459
75,34405
75,164226
75,85414
75,136864
75,4638
75,33493
75,92681
75,27683
75,114935
75,183635
75,3704
75,2105
75,4941
75,2643
75,4987
75,1375
75,122918
75,1527
75,71999
75,82461
75,160
75,8636
75,95510
75,103228
75,106002
75,106487
75,102880
75,102445
75,93363
75,110102
75,101864
75,780
75,2641
75,68358
75,77561
75,101076
75,128944
75,34334
75,8644
75,5264
75,34048
75,70336
75,61248
75,61350
75,6016
75,648
75,6645
75,6541
75,2716
75,87520
75,6333
75,36509
75,2571
75,1726
75,122922
75,6365
75,6934
75,52722
75,46530
75,5378
75,6564
75,187593
75,115149
75,67197
75,316
75,8865
75,60514
75,65982
75,5171
75,6294
75,63433
75,6537
75,6882
75,61210
75,6959
75,59315
75,380
75,122882
75,60684
75,74685
75,99114
75,1196
75,1356
75,1591
75,849
75,2916
75,60471
75,541
75,168252
75,2628
75,52287
75,90524
75,4956
75,103341
75,87192
75,135137
75,93805
75,2640
75,122912
75,88744
75,161918
75,480
75,1544
75,105653
75,109578
75,34150
75,89745
75,89087
75,7369
75,40339
75,4270
75,52462
75,79132
75,96737
75,111360
75,164881
75,189547
75,2835
75,1429
75,91535
75,75985
75,93563
75,79057
75,130490
75,122920
75,100579
75,149902
75,92420
75,95875
75,88699
75,94777
75,8118
75,8972
75,45499
75,110553
75,111759
75,72378
75,5046
75,58297
75,6264
75,5944
75,56921
75,103042
75,3638
75,546
75,88125
75,188301
75,157865
75,5746
75,2475
75,2403
75,2344
75,85056
75,104243
75,102125
75,94018
75,292
75,59014
75,106927
75,5181
75,6078
75,4553
75,4443
75,7361
75,3702
75,2528
75,104017
75,57368
75,26504
75,2404
75,107406
75,2990
75,2989
75,7570
75,4005
75,69524
75,2402
75,2376
75,7573
75,26593
75,75416
75,442
75,31553
75,2094
75,208
75,1831
75,3864
75,2275
75,95165
75,3578
75,111659
75,91630
75,130518
75,1373
75,6583
75,3698
75,4939
75,4580
75,1264
75,2406
75,2405
75,2422
75,1198
75,103253
75,90249
75,2529
75,1580
75,2701
75,32898
75,85131
75,26764
75,548
75,3624
75,66785
75,111781
75,155358
75,189333
75,79695
75,2735
75,69526
75,114180
75,140956
75,91542
75,1917
75,2468
75,54771
75,1372
75,72601
75,96079
75,71535
75,2414
75,3451
76,26285
76,3032
76,6395
76,6645
76,5522
76,7991
76,2530
76,2532
76,2533
76,2531
76,1077
76,8427
76,2038
76,140711
76,104017
76,2528
76,3702
76,2535
76,2521
76,68597
76,135216
76,2009
76,8894
76,2640
76,6581
76,3638
76,2055
76,26413
76,5490
76,98499
76,2924
76,5247
76,4412
76,1232
76,3503
76,103341
76,93805
76,87192
76,135137
76,260
76,3204
76,8690
76,4438
76,122904
76,191005
76,2524
76,3769
76,5156
76,5155
76,4441
76,2534
76,26399
76,7899
76,4947
76,141400
76,3283
76,119828
76,94777
76,27032
76,5543
76,8500
76,6184
76,5410
76,2177
76,7107
76,26386
76,128944
76,187593
76,49530
76,3836
76,3726
76,4440
76,32728
76,27683
76,3508
76,85414
76,5965
76,3947
76,3682
76,3729
76,26344
76,8016
76,31923
76,2346
76,69278
76,59615
76,3827
76,5523
76,2529
76,26242
76,7387
76,145724
76,158388
76,7236
76,2526
76,2728
76,92681
76,2034
76,2091
76,4795
76,3028
76,59014
76,106927
76,3957
76,102735
76,2409
76,161032
76,158874
76,26401
76,135815
76,160080
76,1948
76,6990
76,2527
76,102338
76,2013
76,4754
76,1327
76,6530
76,1580
76,7720
76,1527
76,6303
76,164226
76,6852
76,32511
76,1206
76,3471
76,3633
76,99114
76,6234
76,1964
76,7001
76,132046
76,2300
76,4191
76,7894
76,3590
76,3167
76,7414
76,615
76,141810
76,7089
76,8391
76,2239
76,5121
76,6573
76,3363
76,124484
76,1162
76,3359
76,3506
76,26313
76,3200
76,1391
76,327
76,6178
76,31921
76,135518
76,26236
76,3451
76,7369
76,6016
76,1682
76,5120
76,26365
76,5544
76,6245
76,2701
76,6732
76,1080
76,134252
76,6666
76,3284
76,2991
76,3639
76,3635
76,5209
76,3984
76,8738
76,8796
76,2819
76,39
76,95843
76,32917
76,121338
76,6407
76,91500
76,68319
76,53453
76,5021
76,26085
76,172637
76,74685
76,1267
76,1136
76,67197
76,3330
76,1035
76,1204
76,106782
76,3504
76,70728
76,96084
76,62383
76,1953
76,1219
76,117529
76,187031
76,4855
76,4064
76,7714
76,5693
76,3099
76,26347
76,6271
76,134041
76,74727
76,3578
76,31617
76,141818
76,121342
76,7085
76,32862
76,147196
76,4796
76,8385
76,107412
76,7082
76,183635
76,114935
76,1292
76,4223
76,199
76,4816
76,7619
76,7067
76,3730
76,5459
76,89898
76,96655
76,150596
76,914
76,5478
76,8578
76,4912
76,8253
76,60684
76,1387
76,3674
76,26375
76,1913
76,157865
76,47538
76,1947
76,26147
76,2863
76,4444
76,7482
76,102749
76,32632
76,8290
76,40478
76,750
76,1396
76,2571
76,63992
76,2160
76,79702
76,292
76,5105
76,36509
76,1247
76,159093
76,78469
76,2523
76,4803
76,6301
76,7762
76,42176
76,8340
76,7698
76,164881
76,189547
76,111360
76,96737
76,54503
76,85131
76,173145
76,171765
76,2857
76,2657
76,6639
76,90439
76,1923
76,1193
76,48774
76,8361
76,58025
76,27618
77,167370
77,122898
77,122900
77,136800
77,142509
77,113345
77,122906
77,173291
77,141544
77,186587
77,112370
77,135569
77,122892
77,130842
77,111362
77,135567
77,169982
77,62383
77,91500
77,173145
77,171765
77,32898
77,127323
77,120799
77,122918
77,33493
77,111360
77,164881
77,96737
77,189547
77,187031
77,117529
77,101864
77,102445
77,95510
77,102880
77,103228
77,93363
77,106002
77,110102
77,106487
77,107406
77,166528
77,163056
77,103772
77,168026
77,122924
77,122902
77,179819
77,122922
77,187595
77,88140
77,87232
77,5171
77,61210
77,63433
77,6537
77,6294
77,59315
77,6882
77,8865
77,60514
77,65982
77,6959
77,3702
77,104017
77,2528
77,6645
77,77561
77,101076
77,53453
77,34405
77,185585
77,129397
77,111759
77,110553
77,111364
77,161918
77,142420
77,168612
77,5378
77,46530
77,136864
77,103253
77,90249
77,2642
77,780
77,168252
77,1200
77,6534
77,4987
77,2643
77,1375
77,2105
77,4941
77,3704
77,1726
77,87520
77,136859
77,92420
77,93563
77,100579
77,130490
77,122920
77,75985
77,95875
77,149902
77,88699
77,79057
77,5349
77,122916
77,6541
77,112852
77,71999
77,8677
77,43928
77,8636
77,122886
77,68319
77,4643
77,72308
77,57640
77,33801
77,8782
77,88744
77,164226
77,2640
77,4638
77,104243
77,102125
77,94018
77,85056
77,8644
77,34048
77,61248
77,34334
77,61350
77,70336
77,5264
77,84414
77,108689
77,122882
77,3638
77,116823
77,148172
77,2641
77,71468
77,26764
77,166526
77,2628
77,442
77,75416
77,2094
77,2275
77,208
77,31553
77,3864
77,1831
77,52722
77,6365
77,6934
77,103596
77,147376
77,112623
77,1356
77,849
77,2916
77,1591
77,103042
77,2532
77,2531
77,7991
77,2530
77,2533
77,85131
77,1210
77,1127
77,1129
77,3703
77,74685
77,161594
77,122904
77,191005
77,3793
77,5522
77,177285
77,6597
77,184053
77,37386
77,147382
77,5094
77,60040
77,64997
77,3593
77,74668
77,95165
77,82095
77,179053
77,114847
77,84152
77,127096
77,112868
77,190183
77,119167
77,173925
77,163985
77,316
77,5700
77,4275
77,4133
77,130444
77,166203
77,184987
77,134130
77,158956
77,128542
77,173307
77,160565
77,96610
77,4939
77,6583
77,4580
77,3698
77,1373
77,138632
77,40697
77,6966
77,8361
77,27618
77,58025
77,48774
77,140711
77,1544
77,480
77,140956
77,139859
77,132046
77,292
77,89470
77,748
77,106642
77,188301
77,96691
77,94864
77,60471
77,27032
77,151479
77,27905
77,92681
77,504
77,2367
77,114180
77,124851
77,80363
77,86835
77,169984
77,91660
77,68358
77,2625
77,135137
77,103341
77,87192
77,93805
77,59037
77,1527
77,3032
77,98124
77,104419
77,129779
77,110730
77,97752
77,95182
77,172
77,692
77,66
77,3697
77,6574
77,1882
77,379
77,76
77,108945
77,1676
77,737
77,2549
77,26985
77,2807
77,6996
77,2808
77,3802
77,26819
77,112326
77,3986
77,71530
77,7163
77,34319
77,49278
77,51412
77,5903
77,4887
77,3981
78,6016
78,5720
78,2880
78,2748
78,2404
78,2471
78,688
78,2041
78,2835
78,1429
78,27032
78,2989
78,7570
78,7573
78,2376
78,2402
78,69524
78,2990
78,4005
78,2406
78,2405
78,8118
78,1374
78,1136
78,1527
78,2872
78,1517
78,7000
78,2879
78,2683
78,380
78,3451
78,3578
78,8633
78,4121
78,79702
78,1129
78,3703
78,1127
78,7361
78,90439
78,3028
78,4565
78,3389
78,5244
78,115727
78,6664
78,128944
78,2720
78,26792
78,750
78,2300
78,96084
78,494
78,1499
78,1552
78,434
78,95
78,3082
78,547
78,990
78,10
78,1722
78,1370
78,135133
78,2160
78,4816
78,1197
78,39
78,6732
78,1219
78,88140
78,87232
78,6178
78,1035
78,4795
78,780
78,1356
78,2916
78,1591
78,849
78,3176
78,105020
78,552
78,122904
78,191005
78,1210
78,1610
78,49530
78,1267
78,100083
78,1204
78,1923
78,30825
78,1916
78,1247
78,4207
78,3704
78,1375
78,2643
78,2105
78,4941
78,4987
78,54503
78,92681
78,736
78,1544
78,480
78,199
78,1343
78,106782
78,1947
78,2728
78,7714
78,4223
78,4708
78,1948
78,4191
78,2422
78,112552
78,2642
78,3499
78,3330
78,2529
78,87520
78,1291
78,4270
78,113348
78,159690
78,176101
78,133867
78,187595
78,6245
